報告年度:2021,議題:廢棄物管理,議題:水資源管理,議題:溫室氣體排放,議題:能源管理,報告年度:2022,報告年度:2023
,,,百萬元營業額,,0.1655,
,,,,,無，無統計相關數據,
,,,母公司營業額(百萬元),,0.8290,
,,,百萬元營業額,,10.1200,
,,,產品,,0.6400,
,,,產品,,0.0001,
,,,以個體營業額(新台幣億元)計算,,0.3260,
,,,百萬元營業額,,0.5692,
,,,百萬元營業額,,12.7600,
,,,百萬元營業額,,10.3000,
,,,百萬元營業額,,4.2900,
,,,百萬元營業額,,1.8500,
,,,百萬元營業額,,1.1900,
,,,百萬元營業額,,1.9856,
,,,百萬元營業額,,3.4100,
,,,,,無，無統計相關數據,
,,,,,無，無統計相關數據,
,,,服務,,3.5600,
,,,百萬元營業額,,0.2100,
,,,廢棄物焚化處理(進場)量,,2.0979,
,,,百萬元營業額,,4.2400,
,,,百萬元營業額,,0.3054,
,,,產品,,9.0836,
,,,產品,,0.5500,
,,,千元營業額,,0.0067,
,,,,,無，無統計相關數據,
,,,,,無，無統計相關數據,
,,,,,無，無統計相關數據,
,,,,,無，不適用,
,,,百萬元營業額,,0.1400,
,,,百萬營業額,,13.9350,
,,,熟料產量,,0.8830,
,,,,,無，2021年資料為4.59噸/百萬新台幣。2022年資料盤查中。,
,,,,,無，無統計相關數據,
,,,,,無，無統計相關數據,
,,,,,無，無統計相關數據,
,,,,,無，無統計相關數據,
,,,,,無，無統計相關數據,
,,,百萬元營業額,,1.9038,
,,,,,無，無統計相關數據,
,,,,,無，無統計相關數據,
,,,,,無，無統計相關數據,
,,,"每單位蒸汽排放二氧化碳當量：361.7公斤/公噸蒸汽 (=0.3617公噸/公噸蒸汽) 每單位電力排放二氧化碳當量：1,050.3公斤/度電力 (=1.0503公噸/度電力)",,0.0000,
,,,,,無，無統計相關數據,
,,,百萬元營業額,,2.9000,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,無，無統計相關數據,
,,,,,無，無統計相關數據,
,,,,,無，針對本公司主要生產營運基地(中國大陸、越南、印尼)的製鞋工廠，每雙鞋溫室氣體排放密集度介於0.00258~0.00354噸。,
,,,,,無，無統計相關數據,
,,,,,無，無統計相關數據,
,,,產品,,0.1500,
,,,營業額每10萬元,,0.0270,
,,,每仟元美金產值,,0.1060,
,,,CO2e/員工數,,4.0000,
,,,,,無，無統計相關數據,
,,,百萬元營業額,,0.3121,
,,,百萬元營業額,,1.0700,
,,,百萬元營業額,,0.1043,
,,,產量(噸),,1.8000,
,,,百萬美元營收,,26.4680,
,,,產品,,0.0005,
,,,碳排總量/2022年公司人數,,2.6300,
,,,百萬元營業額,,102.9700,
,,,千元,,2.5279,
,,,,,無，無統計相關數據,
,,,,,無，無統計相關數據,
,,,百萬元營業額,,14.2600,
,,,,,無，無統計相關數據,
,,,百萬元營業額,,0.3500,
,,,,,無，無統計相關數據,
,,,千元營業額,,0.0004,
,,,公秉(每公秉油品銷售之單位排放量),,0.0056,
,,,產品,,1.9400,
,,,百萬元營業額,,11.1640,
,,,員工人數,,1.1687,
,,,員工人數,,0.7770,
,,,,,無，無統計相關數據,
,,,(16664.68)/其他-營收百萬元(2377.164),,7.0103,
,,,產品,,2.3250,
,,,熟料產量,,0.8800,
,,,千元單位營業額,,0.0001,
,,,,,無，無統計相關數據,
,,,,,無，無統計相關數據,
,,,,取得驗證-取得驗證,資料範圍-資料範圍,
,,,,ISO 9001,台泥台灣個體公司 (涵蓋營運集團總部、研究室、2座水泥廠、24座製品廠、子公司和平電力),
,,,,ISO 9001,亞洲水泥個體公司,
,,,,ISO 9001,嘉泥台灣個體公司,
,,,,,母公司,
,,,,,,
,,,,,,
,,,,,僅母公司,
,,,,ISO 9001,,
,,,,,,
,,,,,,
,,,,,,
,,,,,南投肉食品加工廠、台中飼料廠、高雄飼料廠、雲林飼料廠,
,,,,,僅母公司,
,,,,,,
,,,,,計算方式如下表有經過驗算查證。,
,,,,ISO 9001,,
,,,,,,
,,,,,母公司,
,,,,,,
,,,,,,
,,,,ISO 9001,,
,,,,ISO 9001,,
,,,,,,
,,,,ISO 9001,總公司、中壢廠、斗六廠,
,,,,,,
,,,,,母公司,
,,,,,,
,,,,,母公司,
,,,,ISO 14001,"母公司，本公司2022年取得18張綠能憑證(依國家再生能源憑證中心網站)，另已規劃分二階段於各廠區廠房屋頂建置太陽能發電設備，預計設置總容量約58,365KW(含必成公司)，預估占119年台電契約容量18.2%(高於政府用電大戶條款規定的10%)，其中，硬布一廠195KW於2022年7月設備登記核准，已取得再生能源憑證配電盤廠1,500KW投資新台幣0.7億元，並於2022年12月設備登記核准，已取得再生能源憑證。",
,,,,ISO 9001,台聚高雄廠,
,,,,ISO 9001,,
,,,,,合併財務報表之母子公司),
,,,,ISO 9001,亞聚林園廠,
,,,,ISO 9001,,
,,,,,,
,,,,,僅母公司,
,,,,ISO 9001,,
,,,,ISO 14001,母公司,
,,,,,母公司,
,,,,,,
,,,,,,
,,,,,,
,,,,,與台電合作躉售太陽能光電，每年產生綠電約達25000度電以上，但未使用綠電於企業自用。,
,,,,,,
,,,,,,
,,,,,111年台化及台醋公司之台灣廠區資料,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 14001,生物質 能源(壓榨稻殼),
,,,,,,
,,,,ISO 9001,生產事業21個生產據點,
,,,,ISO 9001,,
,,,,,,
,,,,,宏洲纖維工業股份有限公司桃園工廠,
,,,,,本公司,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 9001,台灣廠區太陽能發電,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 9001,母公司,
,,,,,,
,,,,,,
,,,,,,
,,,,,母公司各廠區,
,,,,,,
,,,,,,
,,,,ISO 9001,,
,,,,,母公司,
,,,,,包含合併財務報表之母子公司,
,,,,,包含合併財務報表之母子公司,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,宜進實業股份有限公司及子公司(光明絲織廠股份有限公司、宏洲纖維工業股份有限公司、億東纖維股份有限公司、欣懋投資股份有限公司、大田國際開發股份有限公司、大宜國際開發股份有限公司)台北公司,
,,,,,,
,,,,ISO 9001,母公司,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 9001,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,包含合併財務報表之母子公司,
,,,,,,
,,,,,,
,,,,ISO 9001,包含合併財務報表之母子公司,
,,,,ISO 14001,"範圍含聚陽股份有限公司(總公司)、Leader Garments Corp.、Moha Garments Co., Ltd.、Triple Garment(Vietnam) Co., Ltd.、Makalot Garments(Vietnam) Co., Ltd.、Makalot Garments(Cambodia) Co., Ltd.、PT. Glory Industrial Semarang、 PT. Starlight Garment Semarang、Leader Garment(Vietnam) Co., Ltd.、Jiaxing Ruiyang Garment Co., Ltd、Jiaxing Rising Garment Co.,Ltd、Jiaxing Suntex Garment Co.,Ltd",
,,,,,,
,,,,,台灣所有廠區,
,,,,ISO 14001,,
,,,,,,
,,,,,(林口廠太陽能發電度)/年度總用電量953840/9195000*100%,
,,,,,母公司,
,,,,,,
,,,,,,
,,,,,彰化廠及南崗廠之電力,
,,,,ISO 14001,僅母公司,
,,,,,,
,,,,,台電電費單,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 14001,勤美股份有限公司金屬成型事業處,
,,,,,,
,,,,,,
,,,,ISO 9001,僅母公司,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 9001,合併財務報表之母子公司,
,,,,ISO 9001,,
,,,,,僅母公司,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 9001,合併財務報表之母子公司,
,,,,,包含集團全部生產工廠及大陸地區全部銷售公司，已涵蓋集團95%以上之能源耗用量,
,,,,,母公司,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 9001,,
,,,,,,
,,,,ISO 9001,大亞集團,
,,,,,,
,,,,,僅母公司,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 9001,中國大陸、泰國地區之製造單位,
,,,,ISO 9001,葡萄王生技、葡眾企業,
,,,,,,
,,,,,,
,,,,ISO 9001,1.2022年H2規劃建置太陽能光電系統（約108.78KW)，2023年Q1已完工，憑證申請中。2.2023年底前購買10%再生能源電力及憑證，以符合法令要求。,
,,,,,,
,,,,,母公司王田廠區(王田廠、王田二廠、生物工廠),
,,,,,屏南分公司,
,,,,,,
,,,,ISO 9001,母公司及包含合併財務報表之國內與國外子公司,
,,,,ISO 9001,,
,,,,,生達一廠+生達二廠,
,,,,,,
,,,,ISO 9001,母公司,
,,,,ISO 9001,母公司,
,,,,,母公司,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,母公司,
,,,,,環境會計資料,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,"僅母公司(於2022年外購電力32,414,504度, 太陽能發電231,856度)",
,,,,,,
,,,,ISO 9001,,
,,,,,,
,,,,ISO 9001,,
,,,,,,
,,,,,,
,,,,ISO 9001,,
,,,,,,
,,,,,,
,,,,ISO 9001,母公司,
,,,,ISO 9001,華紙合併財報之台灣、大陸生產據點,
,,,,,,
,,,,ISO 9001,永豐餘年報所稱三大事業群（林漿紙事業群、工紙紙器事業群、消費品事業群）之台灣、大陸、越南三地共合計共35個生產據點。 可再生能源包含：SRF、回收紙渣、廢膠片、餘泥、沼氣、木質素、樹皮、廢木材、木片、木屑等。,
,,,,ISO 9001,全台灣廠區,
,,,,ISO 9001,母公司,
,,,,ISO 9001,母公司,
,,,,ISO 9001,,
,,,,,,
,,,,,無使用再生能源,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 9001,母公司,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 9001,燁輝企業股份有限公司(僅母公司),
,,,,ISO 9001,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 9001,太陽能/電力+天然氣+蒸氣+汽柴油(熱值),
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 9001,2022年四廠總用電量合計為 35292仟度，斗一廠和斗二廠太陽能發電量為 4728仟度全數出售，預計將於2025年轉為自發自用。,
,,,,,,
,,,,ISO 14001,,
,,,,,,
,,,,ISO 14001,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 14001,合併財務報表之母子公司,
,,,,ISO 9001,,
,,,,,母公司,
,,,,ISO 9001,,
,,,,,,
,,,,,僅母公司,
,,,,,,
,,,,,,
,,,,,,
,,,,,裕隆汽車製造(股)公司三義廠區,
,,,,ISO 9001,占營運範圍比率100%,
,,,,,,
,,,,,母公司,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,母公司,
,,,,,,
,,,,,合併財報之母子公司,
,,,,,,
,,,,ISO 9001,"包含母公司與合併財報之部分子公司 光寶科技股份有限公司、光寶電子(天津)有限公司、光寶網絡通訊(東莞)有限公司、光寶光電(常州)有限公司、光寶科技(常州)有限公司、光寶電子(東莞)有限公司、光寶電源科技(東莞)有限公司、旭麗電子(東莞)有限公司、惠州市力信電子有限公司、光寶電子(廣州)有限公司、建興光電科技(北海)有限公司、敦揚(廣州)汽車電子有限公司、光寶智能汽車(廣州)有限公司、LITE-ON VIETNAM CO., LTD.、Lite-On Electronics (Thailand) Co., Ltd.、LITE-ON POWER ELECTRONIC INDIA PRIVATE LIMITED",
,,,,,,
,,,,ISO 9001,母公司(含新加坡分公司),
,,,,,,
,,,,ISO 9001,全球據點,
,,,,,合併財務報表之母子公司,
,,,,,111年度,
,,,,,僅台揚科技,
,,,,ISO 9001,,
,,,,ISO 9001,包含合併財務報表母子公司,
,,,,,,
,,,,,,
,,,,ISO 9001,母公司、仁寶(越南)、仁寶電腦(重慶)、仁寶電腦(成都)及仁寶視訊電子(昆山)、仁寶電子科技(昆山)、仁寶資訊工業(昆山)、仁寶信息技術(昆山)、仁寶數碼科技（昆山）、吉寶通訊（南京）、重慶翊寶智慧電子裝置及Compalead Eletr&#244;nica do Brasil Ind&#250;stria e Com&#233;rcio,
,,,,,母公司,
,,,,,母公司為辦公區再生能源為零，子公司規劃建設太陽能站，(目前東廠區建設完畢)。,
,,,,ISO 9001,,
,,,,ISO 9001,台灣廠區及部分子公司,
,,,,ISO 14001,% ; 資料範圍： 精英電腦總部智慧大樓太陽能車棚,
,,,,ISO 14001,,
,,,,,僅母公司,
,,,,,僅母公司,
,,,,,,
,,,,,僅母公司,
,,,,ISO 9001,母公司,
,,,,ISO 9001,,
,,,,,,
,,,,,,
,,,,,僅母公司,
,,,,ISO 9001,母公司,
,,,,ISO 9001,佳世達台灣/蘇州廠區,
,,,,ISO 9001,含合併財務報表之母子公司,
,,,,ISO 9001,,
,,,,,,
,,,,ISO 9001,"*英業達股份有限公司Inventec Corporation(士林廠 Shilin site(IET)、桃園廠 Taoyuan site(TAO)、桃園廠 Taoyuan site(TRDC/ITO)、台北辦公室Taipei office、台南建物Tainan building、日本東京辦公室(IJC)) *英業達(重慶)有限公司Inventec (Chongqing) Corporation (ICC) *英業達科技有限公司Inventec (Pudong) Technology Corporation (IPT) *上海順詮科技有限公司SQ Technology (Shanghai) Corporation (SQT) *Inventec (Czech) S.R.O. (ICZ) *IEC Technologies, S . de R. L. de C. V. (IMX)",
,,,,ISO 9001,全球營運據點,
,,,,,,
,,,,,僅母公司,
,,,,ISO 9001,主要製造廠：昆山廠,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 9001,,
,,,,ISO 9001,合併財務報表之母子公司,
,,,,,,
,,,,ISO 9001,僅母公司,
,,,,,僅母公司,
,,,,,111年度,
,,,,,,
,,,,,技嘉科技營運總部、桃園南平廠、中國東莞廠和中國寧波廠,
,,,,ISO 9001,,
,,,,,僅包含瑞昱新竹營運總部,
,,,,,,
,,,,ISO 9001,廣達電腦(股)公司臺灣總部QRDC及廣達台灣製造城QTMC、廣達上海製造城QSMC、廣達重慶製造城QCMC、廣達泰國廠QMB,
,,,,,,
,,,,ISO 9001,群光電子(含海外各廠區，不含子公司),
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 9001,母公司及主要生產基地之子公司,
,,,,,億光電子台灣地區,
,,,,ISO 9001,邊界範疇包含研華台灣(瑞光、陽光、林口、東湖)、中國昆山廠區、日本廠區、韓國廠區、美國廠區及歐洲廠區,
,,,,,,
,,,,,,
,,,,,僅母公司,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 9001,母公司,
,,,,ISO 9001,全球營運據點,
,,,,ISO 9001,100%,
,,,,,母公司,
,,,,,,
,,,,,母公司+錩新科技(越南)公司,
,,,,,母公司,
,,,,,,
,,,,,包含合併財務報表之母子公司,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,僅母公司,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,僅申報公司,
,,,,,僅母公司,
,,,,,母公司,
,,,,,,
,,,,,,
,,,,ISO 9001,母公司與部分合併財務報表之子公司,
,,,,,,
,,,,,,
,,,,,,
,,,,,母公司,
,,,,ISO 9001,,
,,,,,新店總公司共10間辦公室,
,,,,,僅母公司,
,,,,,,
,,,,ISO 9001,僅母公司,
,,,,,,
,,,,,"31,620kwh",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,僅母公司台南廠區,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,岡山廠,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 9001,包含合併財務報表之母子公司,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 9001,範圍以HTC台灣區域為主，涵蓋所有HTC在台灣執行營運的母子公司組織範疇,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,母公司營運總部+工地,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,總公司及工程專案,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 14001,,
,,,,,,
,,,,,,
,,,,,船舶使用太陽能風力岸電佔總用電量比例,
,,,,ISO 9001,母公司為主體（但包含全球飛航燃油使用、企業總部、修護廠區、台灣地區作業區域與分公司，母數盤查範圍較同業廣）,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 9001,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 9001,僅母公司,
,,,,,"本公司台南廠區7-1棚屋頂設置太陽能 板自用，年發電量15,000度，年用電量 6,440,116度。",
,,,,,苗栗/彰化/雲林車站自發自用太陽能發電量,
,,,,ISO 9001,母公司,
,,,,,,
,,,,,包含合併財務報表之母子公司,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 14001,,
,,,,,,
,,,,,,
,,,,ISO 9001,,
,,,,,,
,,,,ISO 9001,母公司之國內全數營運據點,
,,,,ISO 9001,母公司,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 9001,國內外營業據點及合併報表子公司，共169處據點。,
,,,,ISO 9001,母公司總行大樓,
,,,,ISO 9001,,
,,,,ISO 9001,母公司,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 14001,,
,,,,ISO 9001,包含合併財務報表之母子公司及孫公司,
,,,,ISO 9001,包含富邦金控及子公司富邦人壽、台北富邦銀行、富邦產險、富邦證券、日盛銀行(2023/4併入北富銀)、日盛證券(2023/4併入富邦證券)、富邦期貨、富邦育樂、富邦運動場館、富邦投信、富邦投顧、北富銀創投、富銀香港、富邦華一銀行。,
,,,,ISO 9001,包含集團(金控、人壽、銀行、產險、證券、投信、投顧、創投、期貨、私募)之國內據點，以及部份海外分支機構數據,
,,,,ISO 9001,開發金控所有據點及中國人壽北京代表處，未涵蓋包含中國人壽國內所有通訊處及海外子公司所有據點,
,,,,ISO 14001,100%持有合併財務報表之母子公司,
,,,,ISO 9001,合併財務報表之母子公司(全台灣營業據點),
,,,,ISO 14001,包含合併財務報表母子公司之國內所有據點,
,,,,ISO 9001,再生能源包含自發自用太陽能、外購綠電及外購再生能源憑證，非再生能源包含汽油、柴油及外購電力(台電)；資料涵蓋台新金控，台新銀行(共 105 個據點與 5 個海外據點)，以及台新證券、台新資產管理、台新投信、台新創投、台新投顧、台新人壽共37 個子公司據點。,
,,,,ISO 9001,包含合併財務報表之母子公司,
,,,,ISO 9001,"涵蓋包含合併財務報表之母子公司，包括國票金融控股公司、國際票券金融股份有限公司、國票綜合證券股份有限公司、國票證券投資顧問股份有限公司、國票期貨股份有限公司、國票證創業投資股份有限公司、國票創業投資股份有限公司、國旺國際融資租賃有限公司、IBF Financial Holding Co., Ltd.，共計48個據點。",
,,,,ISO 14001,僅永豐銀行,
,,,,ISO 9001,中國信託金融園區及臺中金融大樓,
,,,,ISO 9001,總能源資料範圍為本公司暨合併財報除「第一金證券亞洲」外之所有子公司。,
,,,,ISO 9001,母公司全台營運據點,
,,,,,,
,,,,ISO 9001,遠東百貨_信義A13及台中大遠百(太陽光電),
,,,,,,
,,,,,"母公司(建北大樓11F,16F,19F)",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 9001,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,僅母公司,
,,,,ISO 9001,,
,,,,,,
,,,,,,
,,,,,"母公司及子公司(全順、國軒、詠佳、富鈞、華恆),並未直接使用而是將能源提供於台電,但依發電量與消耗量計算,再生能源達100%。",
,,,,,,
,,,,,包含合併財務報表之母子公司,
,,,,,,
,,,,,母公司與部分子公司,
,,,,,,
,,,,ISO 9001,深圳奇宏/興奇宏、武漢奇宏/興奇宏,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 9001,集團100%持股之11個據點。能源使用包含電力(再生能源、非再生能源之汽油、柴油、液化石油氣、天然氣)，經換算熱值(GJ)之佔比,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,範圍包含台灣區內湖總部辦公室,
